unique_id,name_id,surname,first_name,common_name,display_name,gender,state_abbrev,birth_date,death_date,form1,form2,form3,form4,form5,source
Wilson1900,KBH,Wilson,Keith,,"Wilson, Keith",male,SA,1900-09-03,1987-09-28,Senator Keith Wilson,Senator Wilson,Senator KEITH WILSON,Senator WILSON,Senator Keith WILSON,AustralianPoliticians
Withers1924,DV4,Withers,Reginald,Reg,"Withers, Reg",male,WA,1924-10-26,2015-11-15,Senator Reg Withers,Senator Withers,Senator REG WITHERS,Senator WITHERS,Senator Reg WITHERS,AustralianPoliticians
Wong1968,00AOU,Wong,Penelope,Penny,"Wong, Penny",female,SA,1968-11-05,,Senator Penny Wong,Senator Wong,Senator PENNY WONG,Senator WONG,Senator Penny WONG,AustralianPoliticians
Wood1901,KBL,Wood,Ian,,"Wood, Ian",male,QLD,1901-01-31,1992-01-07,Senator Ian Wood,Senator Wood,Senator IAN WOOD,Senator WOOD,Senator Ian WOOD,AustralianPoliticians
Wood1949,KBS,Wood,William,Robert,"Wood, Robert",male,NSW,1949-11-13,,Senator Robert Wood,Senator Wood,Senator ROBERT WOOD,Senator WOOD,Senator Robert WOOD,AustralianPoliticians
Woodley1938,HX5,Woodley,John,,"Woodley, John",male,QLD,1938-02-09,,Senator John Woodley,Senator Woodley,Senator JOHN WOODLEY,Senator WOODLEY,Senator John WOODLEY,AustralianPoliticians
Wordsworth1894,KBU,Wordsworth,Robert,,"Wordsworth, Robert",male,TAS,1894-07-21,1984-11-23,Senator Robert Wordsworth,Senator Wordsworth,Senator ROBERT WORDSWORTH,Senator WORDSWORTH,Senator Robert WORDSWORTH,AustralianPoliticians
Wortley1959,E6C,Wortley,Dana,,"Wortley, Dana",female,SA,,,Senator Dana Wortley,Senator Wortley,Senator DANA WORTLEY,Senator WORTLEY,Senator Dana WORTLEY,AustralianPoliticians
Wriedt1927,ISW,Wriedt,Kenneth,Ken,"Wriedt, Ken",male,TAS,1927-07-11,2010-10-18,Senator Ken Wriedt,Senator Wriedt,Senator KEN WRIEDT,Senator WRIEDT,Senator Ken WRIEDT,AustralianPoliticians
Wright1905,KBW,Wright,Reginald,Reg,"Wright, Reg",male,TAS,1905-07-10,1990-03-10,Senator Reg Wright,Senator Wright,Senator REG WRIGHT,Senator WRIGHT,Senator Reg WRIGHT,AustralianPoliticians
Wright1961,200287,Wright,Penelope,Penny,"Wright, Penny",female,SA,1961-01-19,,Senator Penny Wright,Senator Wright,Senator PENNY WRIGHT,Senator WRIGHT,Senator Penny WRIGHT,AustralianPoliticians
Xenophon1959,8IV,Xenophon,Nicholas,Nick,"Xenophon, Nick",male,SA,1959-01-29,,Senator Nick Xenophon,Senator Xenophon,Senator NICK XENOPHON,Senator XENOPHON,Senator Nick XENOPHON,AustralianPoliticians
Young1923,KBY,Young,Harold,,"Young, Harold",male,SA,1923-06-30,2006-11-21,Senator Harold Young,Senator Young,Senator HAROLD YOUNG,Senator YOUNG,Senator Harold YOUNG,AustralianPoliticians
Zakharov1929,FE4,Zakharov,Alice,Olive,"Zakharov, Olive",female,VIC,1929-03-19,1995-03-06,Senator Olive Zakharov,Senator Zakharov,Senator OLIVE ZAKHAROV,Senator ZAKHAROV,Senator Olive ZAKHAROV,AustralianPoliticians
Zeal1830,KC7,Zeal,William,,"Zeal, William",male,VIC,1830-12-05,1912-03-11,Senator William Zeal,Senator Zeal,Senator WILLIAM ZEAL,Senator ZEAL,Senator William ZEAL,AustralianPoliticians
Mirabella_OA_2021,286349,Mirabella,Greg,,,male,VIC,,,Senator Greg Mirabella,Senator Mirabella,Senator GREG MIRABELLA,Senator MIRABELLA,Senator Greg MIRABELLA,OpenAustralia
AllmanPayne_OA_2022,298839,Allman-Payne,Penny,,,female,QLD,,,Senator Penny Allman-Payne,Senator Allman-Payne,Senator PENNY ALLMAN-PAYNE,Senator ALLMAN-PAYNE,Senator Penny ALLMAN-PAYNE,OpenAustralia
Babet_OA_2022,300706,Babet,Ralph,,,male,VIC,,,Senator Ralph Babet,Senator Babet,Senator RALPH BABET,Senator BABET,Senator Ralph BABET,OpenAustralia
Cadell_OA_2022,300134,Cadell,Ross,,,male,NSW,,,Senator Ross Cadell,Senator Cadell,Senator ROSS CADELL,Senator CADELL,Senator Ross CADELL,OpenAustralia
Liddle_OA_2022,300644,Liddle,Kerrynne,,,female,SA,,,Senator Kerrynne Liddle,Senator Liddle,Senator KERRYNNE LIDDLE,Senator LIDDLE,Senator Kerrynne LIDDLE,OpenAustralia
Price_OA_2022,263528,Price,Jacinta Nampijinpa,,,female,NT,,,Senator Jacinta Nampijinpa Price,Senator Price,Senator JACINTA NAMPIJINPA PRICE,Senator PRICE,Senator Jacinta Nampijinpa PRICE,OpenAustralia
Payman_OA_2022,300707,Payman,Fatima,,,female,WA,,,Senator Fatima Payman,Senator Payman,Senator FATIMA PAYMAN,Senator PAYMAN,Senator Fatima PAYMAN,OpenAustralia
Pocock_OA_2022,BFQ,Pocock,Barbara,,,female,SA,,,Senator Barbara Pocock,Senator Pocock,Senator BARBARA POCOCK,Senator POCOCK,Senator Barbara POCOCK,OpenAustralia
Pocock_OA_2022,256136,Pocock,David,,,male,ACT,,,Senator David Pocock,Senator Pocock,Senator DAVID POCOCK,Senator POCOCK,Senator David POCOCK,OpenAustralia
Shoebridge_OA_2022,169119,Shoebridge,David,,,male,NSW,,,Senator David Shoebridge,Senator Shoebridge,Senator DAVID SHOEBRIDGE,Senator SHOEBRIDGE,Senator David SHOEBRIDGE,OpenAustralia
Stewart_OA_2022,299352,Stewart,Jana,,,female,VIC,,,Senator Jana Stewart,Senator Stewart,Senator JANA STEWART,Senator STEWART,Senator Jana STEWART,OpenAustralia
Tyrrell_OA_2022,300639,Tyrrell,Tammy,,,female,TAS,,,Senator Tammy Tyrrell,Senator Tyrrell,Senator TAMMY TYRRELL,Senator TYRRELL,Senator Tammy TYRRELL,OpenAustralia
White_OA_2022,IWK,White,Linda,,,female,VIC,,,Senator Linda White,Senator White,Senator LINDA WHITE,Senator WHITE,Senator Linda WHITE,OpenAustralia
Brockman_OA_2022,30484,Brockman,Slade,,,male,WA,,,Senator Slade Brockman,Senator Brockman,Senator SLADE BROCKMAN,Senator BROCKMAN,Senator Slade BROCKMAN,OpenAustralia
Lines_OA_2022,112096,Lines,Sue,,,female,WA,,,Senator Sue Lines,Senator Lines,Senator SUE LINES,Senator LINES,Senator Sue LINES,OpenAustralia
Kovacic_OA_2023,306168,Kovacic,Maria,,,female,NSW,,,Senator Maria Kovacic,Senator Kovacic,Senator MARIA KOVACIC,Senator KOVACIC,Senator Maria KOVACIC,OpenAustralia
Sharma_OA_2023,274506,Sharma,Dave,,,male,NSW,,,Senator Dave Sharma,Senator Sharma,Senator DAVE SHARMA,Senator SHARMA,Senator Dave SHARMA,OpenAustralia
Ghosh_OA_2024,257613,Ghosh,Varun,,,male,WA,,,Senator Varun Ghosh,Senator Ghosh,Senator VARUN GHOSH,Senator GHOSH,Senator Varun GHOSH,OpenAustralia
Darmanin_OA_2024,301128,Darmanin,Lisa,,,female,VIC,,,Senator Lisa Darmanin,Senator Darmanin,Senator LISA DARMANIN,Senator DARMANIN,Senator Lisa DARMANIN,OpenAustralia
HodginsMay_OA_2024,310860,Hodgins-May,Steph,,,female,VIC,,,Senator Steph Hodgins-May,Senator Hodgins-May,Senator STEPH HODGINS-MAY,Senator HODGINS-MAY,Senator Steph HODGINS-MAY,OpenAustralia
Payman_OA_2024,300707,Payman,Fatima,,,female,WA,,,Senator Fatima Payman,Senator Payman,Senator FATIMA PAYMAN,Senator PAYMAN,Senator Fatima PAYMAN,OpenAustralia
Tyrrell_OA_2024,300639,Tyrrell,Tammy,,,female,TAS,,,Senator Tammy Tyrrell,Senator Tyrrell,Senator TAMMY TYRRELL,Senator TYRRELL,Senator Tammy TYRRELL,OpenAustralia
Blyth_OA_2025,315170,Blyth,Leah,,,female,SA,,,Senator Leah Blyth,Senator Blyth,Senator LEAH BLYTH,Senator BLYTH,Senator Leah BLYTH,OpenAustralia
Payman_OA_2024,300707,Payman,Fatima,,,female,WA,,,Senator Fatima Payman,Senator Payman,Senator FATIMA PAYMAN,Senator PAYMAN,Senator Fatima PAYMAN,OpenAustralia
Dolega_OA_2025,316935,Dolega,Josh,,,male,TAS,,,Senator Josh Dolega,Senator Dolega,Senator JOSH DOLEGA,Senator DOLEGA,Senator Josh DOLEGA,OpenAustralia
AnandaRajah_OA_2025,290544,Ananda-Rajah,Michelle,,,female,VIC,,,Senator Michelle Ananda-Rajah,Senator Ananda-Rajah,Senator MICHELLE ANANDA-RAJAH,Senator ANANDA-RAJAH,Senator Michelle ANANDA-RAJAH,OpenAustralia
Collins_OA_2025,297964,Collins,Jessica,,,female,NSW,,,Senator Jessica Collins,Senator Collins,Senator JESSICA COLLINS,Senator COLLINS,Senator Jessica COLLINS,OpenAustralia
Dowling_OA_2025,55842,Dowling,Richard,,,male,TAS,,,Senator Richard Dowling,Senator Dowling,Senator RICHARD DOWLING,Senator DOWLING,Senator Richard DOWLING,OpenAustralia
Mulholland_OA_2025,277110,Mulholland,Corinne,,,female,QLD,,,Senator Corinne Mulholland,Senator Mulholland,Senator CORINNE MULHOLLAND,Senator MULHOLLAND,Senator Corinne MULHOLLAND,OpenAustralia
Walker_OA_2025,316818,Walker,Charlotte,,,female,SA,,,Senator Charlotte Walker,Senator Walker,Senator CHARLOTTE WALKER,Senator WALKER,Senator Charlotte WALKER,OpenAustralia
Whiteaker_OA_2025,316555,Whiteaker,Ellie,,,female,WA,,,Senator Ellie Whiteaker,Senator Whiteaker,Senator ELLIE WHITEAKER,Senator WHITEAKER,Senator Ellie WHITEAKER,OpenAustralia
Whitten_OA_2025,317026,Whitten,Tyron,,,male,WA,,,Senator Tyron Whitten,Senator Whitten,Senator TYRON WHITTEN,Senator WHITTEN,Senator Tyron WHITTEN,OpenAustralia
Stacey_OA_2025,317036,Stacey,Warwick,,,male,NSW,,,Senator Warwick Stacey,Senator Stacey,Senator WARWICK STACEY,Senator STACEY,Senator Warwick STACEY,OpenAustralia
Bell_OA_2025,319142,Bell,Sean,,,male,NSW,,,Senator Sean Bell,Senator Bell,Senator SEAN BELL,Senator BELL,Senator Sean BELL,OpenAustralia
Brockman_OA_2025,30484,Brockman,Slade,,,male,WA,,,Senator Slade Brockman,Senator Brockman,Senator SLADE BROCKMAN,Senator BROCKMAN,Senator Slade BROCKMAN,OpenAustralia
Cox1970,296215,Cox,Dorinda,,,female,WA,,,Senator Dorinda Cox,Senator Cox,SENATOR DORINDA COX,SENATOR COX,Senator Dorinda COX,manual
McLachlan1966,287062,McLachlan,Andrew,,,male,SA,,,Senator Andrew McLachlan,Senator McLachlan,SENATOR ANDREW MCLACHLAN,SENATOR MCLACHLAN,Senator Andrew MCLACHLAN,manual
Green1981,259819,Green,Nita,,"Green, Nita",female,QLD,,,Senator Nita Green,Senator Green,Senator NITA GREEN,Senator GREEN,Senator Nita GREEN,AustralianPoliticians
